id,title,description,video_id,language_id,video_duration,genre
151,Pagan Warrior | Full Fantasy Horror Movie,"***This film is under license from ITN Distribution. All rights reserved.***

Pagan Warrior - After a savage gang of Vikings invade a Saxon Castle, murdering all in sight, one surviving man calls upon Krampus, the Yule devil to come to exact revenge for his family.

2019
Stars: Sarah T. Cohen, Tara MacGowran, Louisa Warren

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",3tM_6luX3pw,1,1h 22m 40s,Horror
152,Palmdale | Full Crime Drama Movie,"***This film is under license from ITN Distribution. All rights reserved.***

Palmdale - A drifter with a violent past comes to the city to kill somebody for money. On his way to do it, a young woman crashes into his life, giving him the choice - to continue on this path of self destruction or leave it all behind and start again.

2014
Stars: Lackos, Eliot, Olivia Preciado

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",Lz366eIDcgU,1,1h 10m 56s,Drama
153,Pastor Shirley | Full Drama Comedy Movie,"**This film is under license from Vision Films Inc. All rights reserved**

Pastor Shirley - Jason's (Robert Ri'chard) heart and soul are stuck - stuck with the church his father ran before he passed away, and his dreams of making this community what he always hoped it could be: a place of worship, love, and sanctuary. Now a real estate mogul threatens to turn Jason's church into a strip mall he is forced to act quickly, so who does he call? Pastor Shirley (Paula Jai Parker)! Pastor ""Don't Take No Mess!"" Shirley is vocal and adamant about what she believes in, and the fate of the church hangs on this eccentric masseuse-turned-community organizer and spiritual warrior, as she fights the good fight with Jason.

2013
Stars: Tiara Ashleigh, Andre Boyer, Jerome Ro Brooks

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",ErRm2nZRNqc,1,1h 19m 17s,"Comedy, Drama"
154,Pernicious | Full Movie | Action Adventure,"Pernicious - It was supposed to be an adventure of a lifetime as three young girls spend the summer in Thailand. But their adventure quickly becomes a nightmare when the trio unleashes the spirit of a murdered child with only one thing on her mind - revenge.
2014.  Stars: Ciara Hanna, Emily O'Brien, Jackie Moore
***Under non-exclusive license from VMI Worldwide. All rights reserved.***

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",RFEQ0DJfq64,1,1h 32m 42s,Horror
155,Point Defiance | Full War Vet Thriller Movie,"Point Defiance - A bachelor's beautiful, isolated home becomes a hostile prison when his troubled brother returns from military duty in Afghanistan, forcing them to unearth their violent past before another dark secret is buried.
2018.  Stars: Derek Phillips, Josh Crotty, Lauren Elaine
***Under license from Shoreline Entertainment. All rights reserved***

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",akYKXWxfR0g,1,1h 39m 51s,Thriller
156,Point Of No Return | Full Action Thriller Movie,"Point of no Return is a fast paced conspiracy thriller set in the world of aviation. Peters life starts to fall apart when a part he fitted to a passenger Jet causes the death of one of the passengers. His friend Jason - who had involved Peter in fitting the dud parts - is killed during a break-in and Peter is hunted by the Police for his murder. With no-one to turn to, Peter must clear his name and bring the real killer to justice before he is caught - or killed.
2018.  Stars: Bernard Deegan, Jordan Coombes, Nick Dunning
***This film is under license from ITN Distribution. All rights reserved.***

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",yyAHl2Dwkz0,1,1h 30m 27s,Thriller
157,Premeditated (Profile) | Full Crime Drama Mystery Movie,"***This film is under non-exclusive license from Leomark Studios. All rights reserved.***

Premeditated (Profile) - Four Independent filmmakers venture to a small country town for a film festival and a promising meeting with a movie executive when they are tossed in jail for a heinous crime, but no one remembers the events from that night.

2014
Stars: Michael Artis, Ralph Bowsher IV, Tenesia Crook

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",cNydxHgDEic,1,1h 35m 14s,Drama
158,Pressed | Full Movie | Hollywood Action Crime | Luke Goss,"Pressed - Brian, (Luke Goss, DEATH RACE 2, HELLBOY II) is desperately trying to seek a ""quick fix"" business deal that will put him back on top financially after being let go from his executive position at one of the top investment firms. Brian decides to go ""all in"", investing the rest of his savings into a short-term drug deal that would allow him to preserve his high-end life style.  When two recluse teenagers unknowingly intercept the illicit drug money hidden in the back seat of a car, Brian’s deal is botched. He soon finds himself in a desperate situation as he owes a merciless drug lord the missing money. At the same time the teenagers learn that they've stolen from the wrong people. What follows is a twisted tale of greed, deceit, murder and wealth.  In this Crime-thriller, three relationships collide in a fantastic saga where only one will get out alive.
2011.  Stars: Luke Goss, Tyler Johnston, Jeffrey Ballard
**This film is under non-exclusive license from Framerate Technologies LLC.  All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",vGp6uF5M8MA,1,1h 45m 21s,Action
159,Primal Rage | Full Movie | Action Survival Horror | Casey Gagliardi,"Primal Rage - Lost deep in the forests of the Pacific Northwest, Ashley and Max Carr are stalked by a terrifying creature that might be Bigfoot.
2018.  Stars: Casey Gagliardi, Andrew Joseph Montgomery, Jameson Pazak
**Under license from Breaking Glass Pictures | Blue Fox. All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #PrimalRage #FreeYouTubeMovies",RGHR2iACUZI,1,1h 40m 30s,Action
160,Primrose Lane | Full Movie | Mystery Thriller,"Primrose Lane - The decision to enter an unlocked home triggers an irreversible chain of events for Robin and Chris, catapulting them into an alternate reality where they are not as alone as they think.
2015. Stars: Kathleen Davison, Curtis Mark Williams, Chris Chee
***Under non-exclusive license from Leomark Studios. All rights reserved.***

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",lQZMF4_Uhvk,1,1h 22m 21s,Thriller
161,Prom Ride | Horror Thriller | Heather Paige Cohn | Omar Gooding,"Prom Ride - It's the end of the school year for a group of high school friends. Their senior prom was to be a night of elegance, rejoicing and celebrating, but when a psychotic killer hijacks their stretch limo, he is determined to have them Dead On Arrival.  
2015.  Starring Omar Gooding, Heather Paige Cohn, Victoria Levine, Deanna Pak and Noah Nevins.
**This film is under license from Vision Films Inc. All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",pvqddavcCo4,2,1h 23m 40s,Horror
162,Psychotic | Full Survival Horror Thriller Movie,"**This film is under legal license from Bruder Releasing Inc.  All rights reserved**

Psychotic - A psychologist is trapped inside a mental institution where all the patients have escaped and are on the rampage.

2012
Stars: Jenna Verdicchio, Steve Hope Wynne, Kristina Dargelyte

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",x0vj_O8FseU,1,1h 25m 9s,"Horror, Thriller"
163,Pursuit Of Freedom | Full Movie | Incredible True Story,"Pursuit Of Freedom - The real life story of a Ukrainian woman who was separated from her three children and sold into trafficking by Russian gangsters. Defying all odds, she survived to be reunited with her children.
2022.  Stars: Jessica Koloian, Stelio Savante, Robia Scott
*Under license from Vision Films Inc. All rights reserved*

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #TrueStoryMovies #FreeYouTubeMovies",-c3JuUwKNwo,1,1h 33m 47s,Drama
